,Release Date,Season,Episode,Episode Title,Name,Sentence,label
8983,2013-05-05,Season 3,Episode 6,The Climb,arya stark,"Face, tits, balls- I hit 'em right where I wanted to.",['joy']
8984,2013-05-05,Season 3,Episode 6,The Climb,anguy,"Aye, but you took your sweet time of it. You won't be fighting straw men, little lady. Show me your position.",['joy']
8985,2013-05-05,Season 3,Episode 6,The Climb,anguy,Keep your elbow high. You want your back doing the hard labor. You're holding. Never hold.,['surprise']
8986,2013-05-05,Season 3,Episode 6,The Climb,arya stark,What?,['anger']
8987,2013-05-05,Season 3,Episode 6,The Climb,anguy,Your muscles tense up when you hold. Pull the string back to the center of your chin and release. Never hold.,['sadness']
8988,2013-05-05,Season 3,Episode 6,The Climb,arya stark,But I have to aim.,['sadness']
8989,2013-05-05,Season 3,Episode 6,The Climb,anguy,Never aim.,['sadness']
8990,2013-05-05,Season 3,Episode 6,The Climb,arya stark,Never aim?,['sadness']
8991,2013-05-05,Season 3,Episode 6,The Climb,anguy,Your eye knows where it wants the arrow to go. Trust your eye.,['fear']
8992,2013-05-05,Season 3,Episode 6,The Climb,arya stark,There's someone out there.,['joy']
8993,2013-05-05,Season 3,Episode 6,The Climb,anguy,That's about far enough.,['joy']
8994,2013-05-05,Season 3,Episode 6,The Climb,melisandre,We come as friends.,['joy']
8995,2013-05-05,Season 3,Episode 6,The Climb,anguy,"Begging your pardon, m'lady, but we'll be the judge of that.",['anger']
8996,2013-05-05,Season 3,Episode 6,The Climb,melisandre,Valar morghulis.,['anger']
8997,2013-05-05,Season 3,Episode 6,The Climb,thoros,Valar dohaeris. I don't see many priestesses of R'hollor in the Riverlands.,['anger']
8998,2013-05-05,Season 3,Episode 6,The Climb,melisandre,You are Thoros of Myr.,['anger']
8999,2013-05-05,Season 3,Episode 6,The Climb,melisandre,The High Priest gave you a mission. Turn King Robert away from his idols and towards the Lord of Light. What happened?,['fear']
9000,2013-05-05,Season 3,Episode 6,The Climb,thoros,I failed.,['anger']
9001,2013-05-05,Season 3,Episode 6,The Climb,melisandre,"You quit, you mean. The heathen continue to slaughter each other and you continue to get drunk.",['joy']
9002,2013-05-05,Season 3,Episode 6,The Climb,thoros,"You worship Him in your way, and I'll worship Him in mine. Do you speak the common tongue?",['surprise']
9003,2013-05-05,Season 3,Episode 6,The Climb,thoros,"My friends here don't speak High Valyrian. Why are you here, my lady?",['joy']
9004,2013-05-05,Season 3,Episode 6,The Climb,beric,Forgive my manners. I don't see many ladies these days.,['fear']
9005,2013-05-05,Season 3,Episode 6,The Climb,thoros,Lucky for the ladies.,['joy']
9006,2013-05-05,Season 3,Episode 6,The Climb,melisandre,How many times has the Lord brought him back?,['joy']
9007,2013-05-05,Season 3,Episode 6,The Climb,thoros,Six.,['anger']
9008,2013-05-05,Season 3,Episode 6,The Climb,melisandre,That's not possible.,['joy']
9009,2013-05-05,Season 3,Episode 6,The Climb,thoros,The Lord has smiled upon me.,['anger']
9010,2013-05-05,Season 3,Episode 6,The Climb,melisandre,You should not have this power.,['joy']
9011,2013-05-05,Season 3,Episode 6,The Climb,thoros,"I have no power. I ask the Lord for His favor, and He responds as He will.",['anger']
9012,2013-05-05,Season 3,Episode 6,The Climb,thoros,"I've always been a terrible priest. Drank too much rum. Fucked all the whores in King's Landing. It's a terrible thing to say, but by the time I came to Westeros, I didn't believe in our Lord. I decided that He, that all the gods, were stories we told the children to make them behave. So I wore the robes and every now and then I'd recite the prayers, but it was just for show. A spectacle for the locals. Until the Mountain drove a lance through this one's heart. I knelt beside his cold body and said the old words. Not because I believed in them, but he was my friend and he was dead. And they were the only words I knew. And for the first time in my life, the Lord replied. Beric's eyes opened and I knew the truth. Our god is the one true god. And all men must serve Him.",['fear']
9013,2013-05-05,Season 3,Episode 6,The Climb,melisandre,You've been to the other side.,['anger']
9014,2013-05-05,Season 3,Episode 6,The Climb,beric,"The other side? There is no other side. I have been to the darkness, my lady. He sent you to us for a reason.",['anger']
9015,2013-05-05,Season 3,Episode 6,The Climb,melisandre,You have someone He needs.,['fear']
9016,2013-05-05,Season 3,Episode 6,The Climb,anguy,Bodkin point. Penetrates plate at two hundred yards. Can you make 'em?,['joy']
9017,2013-05-05,Season 3,Episode 6,The Climb,gendry baratheon,"Yeah, nothing tricky about it. Just need decent steel.",['joy']
9018,2013-05-05,Season 3,Episode 6,The Climb,anguy,I'll get you the steel.,['anger']
9019,2013-05-05,Season 3,Episode 6,The Climb,man,Come on.,['anger']
9020,2013-05-05,Season 3,Episode 6,The Climb,arya stark,I don't like that woman.,['joy']
9021,2013-05-05,Season 3,Episode 6,The Climb,anguy,That's 'cause you're a girl.,['surprise']
9022,2013-05-05,Season 3,Episode 6,The Climb,arya stark,What does that have to do with anything?,['anger']
9023,2013-05-05,Season 3,Episode 6,The Climb,beric,"Forgive me, lad.",['joy']
9024,2013-05-05,Season 3,Episode 6,The Climb,arya stark,What are you doing? Let go of him.,['joy']
9025,2013-05-05,Season 3,Episode 6,The Climb,arya stark,Tell them to stop. Come on. He wants to be one of you. He wants to join the Brotherhood. Stop them!,['fear']
9026,2013-05-05,Season 3,Episode 6,The Climb,beric,We serve the Lord of Light and the Lord of Light needs this boy.,['fear']
9027,2013-05-05,Season 3,Episode 6,The Climb,arya stark,Did the Lord of Light tell you that or did she?,['fear']
9028,2013-05-05,Season 3,Episode 6,The Climb,arya stark,You're not doing this for your god. You're doing it for gold.,['surprise']
9029,2013-05-05,Season 3,Episode 6,The Climb,thoros,"We're doing it for both, girl. We can't defend the people without weapons and horses and food. And we can't get weapons and horses and food without gold.",['sadness']
9030,2013-05-05,Season 3,Episode 6,The Climb,gendry baratheon,You told me this was a Brotherhood. You told me I could be one of you.,['joy']
9031,2013-05-05,Season 3,Episode 6,The Climb,melisandre,You are more than they can ever be. They're just foot soldiers in the great war. You will make kings rise and fall.,['anger']
9032,2013-05-05,Season 3,Episode 6,The Climb,arya stark,You're a witch. You're going to hurt him.,['surprise']
9033,2013-05-05,Season 3,Episode 6,The Climb,melisandre,"I see a darkness in you. And in that darkness, eyes staring back at me- brown eyes, blue eyes, green eyes. Eyes you'll shut forever. We will meet again.",['joy']
9034,2013-05-05,Season 3,Episode 6,The Climb,ygritte,"You staring at my ass, Jon Snow?",['anger']
9035,2013-05-05,Season 3,Episode 6,The Climb,tormund,Look out!,['anger']
9036,2013-05-05,Season 3,Episode 6,The Climb,ygritte,You all right?,['joy']
9037,2013-05-05,Season 3,Episode 6,The Climb,tormund,"Just seeing if you can take a hit, lad.",['sadness']
9038,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Sorry. Were you sleeping?,['fear']
9039,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Wa-,['anger']
9040,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Wa-? Wa-? Water? You want some water. I wish I had some for you.,['joy']
9041,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,So let's play a game. Which body part do you need the least?,['joy']
9042,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Please.,['anger']
9043,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Please is not a body part.,['anger']
9044,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,"I'll tell you everything, please.",['anger']
9045,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"But you've already told me everything. Remember? Your daddy was mean to you. The Starks didn't appreciate you. One good bit, though. The Stark boys, they're still alive. Wouldn't that be a hunt to remember? You failed, but I'm a better hunter than you.",['joy']
9046,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"Now how about your little finger? You don't use that for much, do you? No? Good. Let's start with that.",['joy']
9047,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"You've been wondering why you're here. Haven't you? Where you are. Who I am. Why I'm doing this to you. So guess. If you guess right, I'll tell you. By the old gods and the new, I swear it. You win the game if you can figure out who I am and why I'm torturing you and I win the game if you beg me to cut off your finger.",['joy']
9048,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,"If I win, you'll let me go?",['anger']
9049,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"If you think this has a happy ending, you haven't been paying attention.",['joy']
9050,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,You say please again and you'll wish you hadn't. You first. Where are we?,['anger']
9051,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,The North.,['anger']
9052,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Too vague.,['joy']
9053,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Deepwood Motte.,['anger']
9054,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Terrible guess.,['anger']
9055,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"Now, where?",['anger']
9056,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Last Hearth.,['joy']
9057,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Do I look like a fucking Umber to you?,['love']
9058,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Karhold!,['anger']
9059,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Karhold? How did you know that? Did you see any banners flying when we came in?,['anger']
9060,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,No. It was just a guess.,['anger']
9061,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"Very good, Lord Theon. And who am I?",['anger']
9062,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Torrhen Karstark.,['anger']
9063,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,He's dead. Strangled by the Kingslayer.,['anger']
9064,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,He was your brother. Your father is Lord Rickard Karstark.,['sadness']
9065,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,You swore to tell me if I-,['anger']
9066,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,You're right.,['surprise']
9067,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,Lord Rickard Karstark is Robb Stark's bannerman. I betrayed Robb. That's why you're torturing me.,['surprise']
9068,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Yes. You win.,['sadness']
9069,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"Of course, you forgot to ask one question. You forgot to ask if I'm a liar.",['anger']
9070,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,I'm afraid I am.,['joy']
9071,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,Everything I told you is a lie.,['joy']
9072,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,"This isn't happening to you for a reason. Well, one reason- I enjoy it.",['joy']
9073,2013-05-05,Season 3,Episode 6,The Climb,theon greyjoy,"Please, cut it off! Cut it off! Cut it off!",['joy']
9074,2013-05-05,Season 3,Episode 6,The Climb,ramsay bolton,I win.,['anger']
9075,2013-05-05,Season 3,Episode 6,The Climb,robb stark,Thank you for riding here so quickly. I know travel isn't easy in these times.,['anger']
9076,2013-05-05,Season 3,Episode 6,The Climb,black walder,"The roads are crawling with cutthroats and bandits. But when the King of the North summons us, we come.",['joy']
9077,2013-05-05,Season 3,Episode 6,The Climb,lothar,Our father has instructed us to tell you that his alliance with the North can continue if his terms are met. Lord Frey requires a formal apology for your violation of your sacred oath to marry one of his daughters.,['sadness']
9078,2013-05-05,Season 3,Episode 6,The Climb,robb stark,Of course. He deserves as much. I was in the wrong.,['joy']
9079,2013-05-05,Season 3,Episode 6,The Climb,black walder,"As restitution for this betrayal, he demands Harrenhal and all its attendant lands.",['fear']
9080,2013-05-05,Season 3,Episode 6,The Climb,edmure,I don't think that's-,['joy']
9081,2013-05-05,Season 3,Episode 6,The Climb,robb stark,We are fighting for the North. Harrenhal is not in the North. It is his once the war is over and we have no further strategic need for it.,['anger']
9082,2013-05-05,Season 3,Episode 6,The Climb,black walder,And there's something else.,['joy']
9083,2013-05-05,Season 3,Episode 6,The Climb,robb stark,We will do whatever we can to give Lord Frey what he needs.,['joy']
9084,2013-05-05,Season 3,Episode 6,The Climb,black walder,"Not what, whom.",['anger']
9085,2013-05-05,Season 3,Episode 6,The Climb,edmure,What?,['anger']
9086,2013-05-05,Season 3,Episode 6,The Climb,edmure,No.,['anger']
9087,2013-05-05,Season 3,Episode 6,The Climb,lothar,Our father requires Lord Edmure to wed one of his daughters- Roslin.,['sadness']
9088,2013-05-05,Season 3,Episode 6,The Climb,edmure,How old is she?,['anger']
9089,2013-05-05,Season 3,Episode 6,The Climb,lothar,Nineteen.,['joy']
9090,2013-05-05,Season 3,Episode 6,The Climb,edmure,Could I see her first?,['joy']
9091,2013-05-05,Season 3,Episode 6,The Climb,black walder,You want to count her teeth? We depart for the Twins in the morning. We need an answer before we leave and a wedding not more than a fortnight thereafter or this alliance is at an end.,['joy']
9092,2013-05-05,Season 3,Episode 6,The Climb,brynden,Your father does realize we're in the middle of a war?,['anger']
9093,2013-05-05,Season 3,Episode 6,The Climb,lothar,Father is old. It will put his heart at peace if he could see her wed to a good husband.,['sadness']
9094,2013-05-05,Season 3,Episode 6,The Climb,black walder,And his recent experience has made him wary of long engagements.,['anger']
9095,2013-05-05,Season 3,Episode 6,The Climb,robb stark,He has every right to be. Please excuse us while we discuss it.,['joy']
9096,2013-05-05,Season 3,Episode 6,The Climb,edmure,"Why should I let that old ferret choose my bride for me? At the very least, I should be offered the same choice you were. I'm his liege lord.",['anger']
9097,2013-05-05,Season 3,Episode 6,The Climb,robb stark,He's a proud man and we've wounded him.,['anger']
9098,2013-05-05,Season 3,Episode 6,The Climb,edmure,I didn't wound him. My answer is no.,['anger']
9099,2013-05-05,Season 3,Episode 6,The Climb,brynden,Listen to me and listen very carefully. You-,['joy']
9100,2013-05-05,Season 3,Episode 6,The Climb,edmure,The laws of gods and men are very clear. No man can compel another man to marry.,['anger']
9101,2013-05-05,Season 3,Episode 6,The Climb,brynden,The laws of my fist are about to compel your teeth.,['anger']
9102,2013-05-05,Season 3,Episode 6,The Climb,robb stark,"It's all right. You heard him. If you refuse, our alliance with the Freys is dead.",['joy']
